coda,nucleus,onset,jyutping,tone
k,yu,z,zyuk6,6
m,yu,z,zyum1,1
m,yu,z,zyum2,2
m,yu,z,zyum3,3
m,yu,z,zyum4,4
m,yu,z,zyum5,5
m,yu,z,zyum6,6
n,yu,z,zyun1,1
n,yu,z,zyun2,2
n,yu,z,zyun3,3
n,yu,z,zyun4,4
n,yu,z,zyun5,5
n,yu,z,zyun6,6
ng,yu,z,zyung1,1
ng,yu,z,zyung2,2
ng,yu,z,zyung3,3
ng,yu,z,zyung4,4
ng,yu,z,zyung5,5
ng,yu,z,zyung6,6
i,yu,z,zyui1,1
i,yu,z,zyui2,2
i,yu,z,zyui3,3
i,yu,z,zyui4,4
i,yu,z,zyui5,5
i,yu,z,zyui6,6
u,yu,z,zyuu1,1
u,yu,z,zyuu2,2
u,yu,z,zyuu3,3
u,yu,z,zyuu4,4
u,yu,z,zyuu5,5
u,yu,z,zyuu6,6
,yu,z,zyu1,1
,yu,z,zyu2,2
,yu,z,zyu3,3
,yu,z,zyu4,4
,yu,z,zyu5,5
,yu,z,zyu6,6
p,u,z,zup1,1
p,u,z,zup2,2
p,u,z,zup3,3
p,u,z,zup4,4
p,u,z,zup5,5
p,u,z,zup6,6
t,u,z,zut1,1
t,u,z,zut2,2
t,u,z,zut3,3
t,u,z,zut4,4
t,u,z,zut5,5
t,u,z,zut6,6
k,u,z,zuk1,1
k,u,z,zuk2,2
k,u,z,zuk3,3
k,u,z,zuk4,4
k,u,z,zuk5,5
k,u,z,zuk6,6
m,u,z,zum1,1
m,u,z,zum2,2
m,u,z,zum3,3
m,u,z,zum4,4
m,u,z,zum5,5
m,u,z,zum6,6
n,u,z,zun1,1
n,u,z,zun2,2
n,u,z,zun3,3
n,u,z,zun4,4
n,u,z,zun5,5
n,u,z,zun6,6
ng,u,z,zung1,1
ng,u,z,zung2,2
ng,u,z,zung3,3
ng,u,z,zung4,4
ng,u,z,zung5,5
ng,u,z,zung6,6
i,u,z,zui1,1
i,u,z,zui2,2
i,u,z,zui3,3
i,u,z,zui4,4
i,u,z,zui5,5
i,u,z,zui6,6
u,u,z,zuu1,1
u,u,z,zuu2,2
u,u,z,zuu3,3
u,u,z,zuu4,4
u,u,z,zuu5,5
u,u,z,zuu6,6
,u,z,zu1,1
,u,z,zu2,2
,u,z,zu3,3
,u,z,zu4,4
,u,z,zu5,5
,u,z,zu6,6
p,oe,z,zoep1,1
p,oe,z,zoep2,2
p,oe,z,zoep3,3
p,oe,z,zoep4,4
p,oe,z,zoep5,5
p,oe,z,zoep6,6
t,oe,z,zoet1,1
t,oe,z,zoet2,2
t,oe,z,zoet3,3
t,oe,z,zoet4,4
t,oe,z,zoet5,5
t,oe,z,zoet6,6
k,oe,z,zoek1,1
k,oe,z,zoek2,2
k,oe,z,zoek3,3
k,oe,z,zoek4,4
k,oe,z,zoek5,5
k,oe,z,zoek6,6
m,oe,z,zoem1,1
m,oe,z,zoem2,2
m,oe,z,zoem3,3
m,oe,z,zoem4,4
m,oe,z,zoem5,5
m,oe,z,zoem6,6
n,oe,z,zoen1,1
n,oe,z,zoen2,2
n,oe,z,zoen3,3
n,oe,z,zoen4,4
n,oe,z,zoen5,5
n,oe,z,zoen6,6
ng,oe,z,zoeng1,1
ng,oe,z,zoeng2,2
ng,oe,z,zoeng3,3
ng,oe,z,zoeng4,4
ng,oe,z,zoeng5,5
ng,oe,z,zoeng6,6
i,oe,z,zoei1,1
i,oe,z,zoei2,2
i,oe,z,zoei3,3
i,oe,z,zoei4,4
i,oe,z,zoei5,5
i,oe,z,zoei6,6
u,oe,z,zoeu1,1
u,oe,z,zoeu2,2
u,oe,z,zoeu3,3
u,oe,z,zoeu4,4
u,oe,z,zoeu5,5
u,oe,z,zoeu6,6
,oe,z,zoe1,1
,oe,z,zoe2,2
,oe,z,zoe3,3
,oe,z,zoe4,4
,oe,z,zoe5,5
,oe,z,zoe6,6
p,e,z,zep1,1
p,e,z,zep2,2
p,e,z,zep3,3
p,e,z,zep4,4
p,e,z,zep5,5
p,e,z,zep6,6
t,e,z,zet1,1
t,e,z,zet2,2
t,e,z,zet3,3
t,e,z,zet4,4
t,e,z,zet5,5
t,e,z,zet6,6
k,e,z,zek1,1
k,e,z,zek2,2
k,e,z,zek3,3
k,e,z,zek4,4
k,e,z,zek5,5
k,e,z,zek6,6
m,e,z,zem1,1
m,e,z,zem2,2
m,e,z,zem3,3
m,e,z,zem4,4
m,e,z,zem5,5
m,e,z,zem6,6
n,e,z,zen1,1
n,e,z,zen2,2
n,e,z,zen3,3
n,e,z,zen4,4
n,e,z,zen5,5
n,e,z,zen6,6
ng,e,z,zeng1,1
ng,e,z,zeng2,2
ng,e,z,zeng3,3
ng,e,z,zeng4,4
ng,e,z,zeng5,5
ng,e,z,zeng6,6
i,e,z,zei1,1
i,e,z,zei2,2
i,e,z,zei3,3
i,e,z,zei4,4
i,e,z,zei5,5
i,e,z,zei6,6
u,e,z,zeu1,1
u,e,z,zeu2,2
u,e,z,zeu3,3
u,e,z,zeu4,4
u,e,z,zeu5,5
u,e,z,zeu6,6
,e,z,ze1,1
,e,z,ze2,2
,e,z,ze3,3
,e,z,ze4,4
,e,z,ze5,5
,e,z,ze6,6
p,eo,z,zeop1,1
p,eo,z,zeop2,2
p,eo,z,zeop3,3
p,eo,z,zeop4,4
p,eo,z,zeop5,5
p,eo,z,zeop6,6
t,eo,z,zeot1,1
t,eo,z,zeot2,2
t,eo,z,zeot3,3
t,eo,z,zeot4,4
t,eo,z,zeot5,5
t,eo,z,zeot6,6
k,eo,z,zeok1,1
k,eo,z,zeok2,2
k,eo,z,zeok3,3
k,eo,z,zeok4,4
k,eo,z,zeok5,5
k,eo,z,zeok6,6
m,eo,z,zeom1,1
m,eo,z,zeom2,2
m,eo,z,zeom3,3
m,eo,z,zeom4,4
m,eo,z,zeom5,5
m,eo,z,zeom6,6
n,eo,z,zeon1,1
n,eo,z,zeon2,2
n,eo,z,zeon3,3
n,eo,z,zeon4,4
n,eo,z,zeon5,5
n,eo,z,zeon6,6
ng,eo,z,zeong1,1
ng,eo,z,zeong2,2
ng,eo,z,zeong3,3
ng,eo,z,zeong4,4
ng,eo,z,zeong5,5
ng,eo,z,zeong6,6
i,eo,z,zeoi1,1
i,eo,z,zeoi2,2
i,eo,z,zeoi3,3
i,eo,z,zeoi4,4
i,eo,z,zeoi5,5
i,eo,z,zeoi6,6
u,eo,z,zeou1,1
u,eo,z,zeou2,2
u,eo,z,zeou3,3
u,eo,z,zeou4,4
u,eo,z,zeou5,5
u,eo,z,zeou6,6
,eo,z,zeo1,1
,eo,z,zeo2,2
,eo,z,zeo3,3
,eo,z,zeo4,4
,eo,z,zeo5,5
,eo,z,zeo6,6
p,o,z,zop1,1
p,o,z,zop2,2
p,o,z,zop3,3
p,o,z,zop4,4
p,o,z,zop5,5
p,o,z,zop6,6
t,o,z,zot1,1
t,o,z,zot2,2
t,o,z,zot3,3
t,o,z,zot4,4
t,o,z,zot5,5
t,o,z,zot6,6
k,o,z,zok1,1
k,o,z,zok2,2
k,o,z,zok3,3
k,o,z,zok4,4
k,o,z,zok5,5
k,o,z,zok6,6
m,o,z,zom1,1
m,o,z,zom2,2
m,o,z,zom3,3
m,o,z,zom4,4
m,o,z,zom5,5
m,o,z,zom6,6
n,o,z,zon1,1
n,o,z,zon2,2
n,o,z,zon3,3
n,o,z,zon4,4
n,o,z,zon5,5
n,o,z,zon6,6
ng,o,z,zong1,1
ng,o,z,zong2,2
ng,o,z,zong3,3
ng,o,z,zong4,4
ng,o,z,zong5,5
ng,o,z,zong6,6
i,o,z,zoi1,1
i,o,z,zoi2,2
i,o,z,zoi3,3
i,o,z,zoi4,4
i,o,z,zoi5,5
i,o,z,zoi6,6
u,o,z,zou1,1
u,o,z,zou2,2
u,o,z,zou3,3
u,o,z,zou4,4
u,o,z,zou5,5
u,o,z,zou6,6
,o,z,zo1,1
,o,z,zo2,2
,o,z,zo3,3
,o,z,zo4,4
,o,z,zo5,5
,o,z,zo6,6
p,aa,p,paap1,1
p,aa,p,paap2,2
p,aa,p,paap3,3
p,aa,p,paap4,4
p,aa,p,paap5,5
p,aa,p,paap6,6
t,aa,p,paat1,1
t,aa,p,paat2,2
t,aa,p,paat3,3
t,aa,p,paat4,4
t,aa,p,paat5,5
t,aa,p,paat6,6
k,aa,p,paak1,1
k,aa,p,paak2,2
k,aa,p,paak3,3
k,aa,p,paak4,4
k,aa,p,paak5,5
k,aa,p,paak6,6
m,aa,p,paam1,1
m,aa,p,paam2,2
m,aa,p,paam3,3
m,aa,p,paam4,4
m,aa,p,paam5,5
m,aa,p,paam6,6
n,aa,p,paan1,1
n,aa,p,paan2,2
n,aa,p,paan3,3
n,aa,p,paan4,4
n,aa,p,paan5,5
n,aa,p,paan6,6
ng,aa,p,paang1,1
ng,aa,p,paang2,2
ng,aa,p,paang3,3
ng,aa,p,paang4,4
ng,aa,p,paang5,5
ng,aa,p,paang6,6
i,aa,p,paai1,1
i,aa,p,paai2,2
i,aa,p,paai3,3
i,aa,p,paai4,4
i,aa,p,paai5,5
i,aa,p,paai6,6
u,aa,p,paau1,1
u,aa,p,paau2,2
u,aa,p,paau3,3
u,aa,p,paau4,4
u,aa,p,paau5,5
u,aa,p,paau6,6
,aa,p,paa1,1
,aa,p,paa2,2
,aa,p,paa3,3
,aa,p,paa4,4
,aa,p,paa5,5
,aa,p,paa6,6
p,a,p,pap1,1
p,a,p,pap2,2
p,a,p,pap3,3
p,a,p,pap4,4
p,a,p,pap5,5
p,a,p,pap6,6
t,a,p,pat1,1
t,a,p,pat2,2
t,a,p,pat3,3
t,a,p,pat4,4
t,a,p,pat5,5
t,a,p,pat6,6
k,a,p,pak1,1
k,a,p,pak2,2
k,a,p,pak3,3
k,a,p,pak4,4
k,a,p,pak5,5
k,a,p,pak6,6
m,a,p,pam1,1
m,a,p,pam2,2
m,a,p,pam3,3
m,a,p,pam4,4
m,a,p,pam5,5
m,a,p,pam6,6
n,a,p,pan1,1
n,a,p,pan2,2
n,a,p,pan3,3
n,a,p,pan4,4
n,a,p,pan5,5
n,a,p,pan6,6
ng,a,p,pang1,1
ng,a,p,pang2,2
ng,a,p,pang3,3
ng,a,p,pang4,4
ng,a,p,pang5,5
ng,a,p,pang6,6
i,a,p,pai1,1
i,a,p,pai2,2
i,a,p,pai3,3
i,a,p,pai4,4
i,a,p,pai5,5
i,a,p,pai6,6
u,a,p,pau1,1
u,a,p,pau2,2
u,a,p,pau3,3
u,a,p,pau4,4
u,a,p,pau5,5
u,a,p,pau6,6
,a,p,pa1,1
,a,p,pa2,2
,a,p,pa3,3
,a,p,pa4,4
,a,p,pa5,5
,a,p,pa6,6
p,i,p,pip1,1
p,i,p,pip2,2
p,i,p,pip3,3
p,i,p,pip4,4
p,i,p,pip5,5
p,i,p,pip6,6
t,i,p,pit1,1
t,i,p,pit2,2
t,i,p,pit3,3
t,i,p,pit4,4
t,i,p,pit5,5
t,i,p,pit6,6
k,i,p,pik1,1
k,i,p,pik2,2
k,i,p,pik3,3
k,i,p,pik4,4
k,i,p,pik5,5
k,i,p,pik6,6
m,i,p,pim1,1
m,i,p,pim2,2
m,i,p,pim3,3
m,i,p,pim4,4
m,i,p,pim5,5
m,i,p,pim6,6
n,i,p,pin1,1
n,i,p,pin2,2
n,i,p,pin3,3
n,i,p,pin4,4
n,i,p,pin5,5
n,i,p,pin6,6
ng,i,p,ping1,1
ng,i,p,ping2,2
ng,i,p,ping3,3
ng,i,p,ping4,4
ng,i,p,ping5,5
ng,i,p,ping6,6
i,i,p,pii1,1
i,i,p,pii2,2
i,i,p,pii3,3
i,i,p,pii4,4
i,i,p,pii5,5
i,i,p,pii6,6
u,i,p,piu1,1
u,i,p,piu2,2
u,i,p,piu3,3
u,i,p,piu4,4
u,i,p,piu5,5
u,i,p,piu6,6
,i,p,pi1,1
,i,p,pi2,2
,i,p,pi3,3
,i,p,pi4,4
,i,p,pi5,5
,i,p,pi6,6
p,yu,p,pyup1,1
p,yu,p,pyup2,2
p,yu,p,pyup3,3
p,yu,p,pyup4,4
p,yu,p,pyup5,5
p,yu,p,pyup6,6
t,yu,p,pyut1,1
t,yu,p,pyut2,2
t,yu,p,pyut3,3
t,yu,p,pyut4,4
t,yu,p,pyut5,5
t,yu,p,pyut6,6
k,yu,p,pyuk1,1
k,yu,p,pyuk2,2
k,yu,p,pyuk3,3
k,yu,p,pyuk4,4
k,yu,p,pyuk5,5
k,yu,p,pyuk6,6
m,yu,p,pyum1,1
m,yu,p,pyum2,2
m,yu,p,pyum3,3
m,yu,p,pyum4,4
m,yu,p,pyum5,5
m,yu,p,pyum6,6
n,yu,p,pyun1,1
n,yu,p,pyun2,2
n,yu,p,pyun3,3
n,yu,p,pyun4,4
n,yu,p,pyun5,5
n,yu,p,pyun6,6
ng,yu,p,pyung1,1
ng,yu,p,pyung2,2
ng,yu,p,pyung3,3
ng,yu,p,pyung4,4
ng,yu,p,pyung5,5
ng,yu,p,pyung6,6
i,yu,p,pyui1,1
i,yu,p,pyui2,2
i,yu,p,pyui3,3
i,yu,p,pyui4,4
i,yu,p,pyui5,5
i,yu,p,pyui6,6
u,yu,p,pyuu1,1
u,yu,p,pyuu2,2
u,yu,p,pyuu3,3
u,yu,p,pyuu4,4
u,yu,p,pyuu5,5
u,yu,p,pyuu6,6
,yu,p,pyu1,1
,yu,p,pyu2,2
,yu,p,pyu3,3
,yu,p,pyu4,4
,yu,p,pyu5,5
,yu,p,pyu6,6
p,u,p,pup1,1
p,u,p,pup2,2
p,u,p,pup3,3
p,u,p,pup4,4
p,u,p,pup5,5
p,u,p,pup6,6
t,u,p,put1,1
t,u,p,put2,2
t,u,p,put3,3
t,u,p,put4,4
t,u,p,put5,5
t,u,p,put6,6
k,u,p,puk1,1
k,u,p,puk2,2
k,u,p,puk3,3
k,u,p,puk4,4
k,u,p,puk5,5
k,u,p,puk6,6
m,u,p,pum1,1
m,u,p,pum2,2
m,u,p,pum3,3
m,u,p,pum4,4
m,u,p,pum5,5
m,u,p,pum6,6
n,u,p,pun1,1
n,u,p,pun2,2
n,u,p,pun3,3
n,u,p,pun4,4
n,u,p,pun5,5
n,u,p,pun6,6
ng,u,p,pung1,1
ng,u,p,pung2,2
ng,u,p,pung3,3
ng,u,p,pung4,4
ng,u,p,pung5,5
ng,u,p,pung6,6
i,u,p,pui1,1
i,u,p,pui2,2
i,u,p,pui3,3
i,u,p,pui4,4
i,u,p,pui5,5
i,u,p,pui6,6
u,u,p,puu1,1
u,u,p,puu2,2
u,u,p,puu3,3
u,u,p,puu4,4
u,u,p,puu5,5
u,u,p,puu6,6
,u,p,pu1,1
,u,p,pu2,2
,u,p,pu3,3
,u,p,pu4,4
,u,p,pu5,5
,u,p,pu6,6
p,oe,p,poep1,1
p,oe,p,poep2,2
p,oe,p,poep3,3
p,oe,p,poep4,4
p,oe,p,poep5,5
p,oe,p,poep6,6
t,oe,p,poet1,1
t,oe,p,poet2,2
t,oe,p,poet3,3
t,oe,p,poet4,4
t,oe,p,poet5,5
t,oe,p,poet6,6
k,oe,p,poek1,1
k,oe,p,poek2,2
k,oe,p,poek3,3
k,oe,p,poek4,4
k,oe,p,poek5,5
k,oe,p,poek6,6
m,oe,p,poem1,1
m,oe,p,poem2,2
m,oe,p,poem3,3
m,oe,p,poem4,4
m,oe,p,poem5,5
m,oe,p,poem6,6
n,oe,p,poen1,1
n,oe,p,poen2,2
n,oe,p,poen3,3
n,oe,p,poen4,4
n,oe,p,poen5,5
n,oe,p,poen6,6
ng,oe,p,poeng1,1
ng,oe,p,poeng2,2
ng,oe,p,poeng3,3
ng,oe,p,poeng4,4
ng,oe,p,poeng5,5
ng,oe,p,poeng6,6
i,oe,p,poei1,1
i,oe,p,poei2,2
i,oe,p,poei3,3
i,oe,p,poei4,4
i,oe,p,poei5,5
i,oe,p,poei6,6
u,oe,p,poeu1,1
u,oe,p,poeu2,2
u,oe,p,poeu3,3
u,oe,p,poeu4,4
u,oe,p,poeu5,5
u,oe,p,poeu6,6
,oe,p,poe1,1
,oe,p,poe2,2
,oe,p,poe3,3
,oe,p,poe4,4
,oe,p,poe5,5
,oe,p,poe6,6
p,e,p,pep1,1
p,e,p,pep2,2
p,e,p,pep3,3
p,e,p,pep4,4
p,e,p,pep5,5
p,e,p,pep6,6
t,e,p,pet1,1
t,e,p,pet2,2
t,e,p,pet3,3
t,e,p,pet4,4
t,e,p,pet5,5
t,e,p,pet6,6
k,e,p,pek1,1
k,e,p,pek2,2
k,e,p,pek3,3
k,e,p,pek4,4
k,e,p,pek5,5
k,e,p,pek6,6
m,e,p,pem1,1
m,e,p,pem2,2
m,e,p,pem3,3
m,e,p,pem4,4
m,e,p,pem5,5
m,e,p,pem6,6
n,e,p,pen1,1
n,e,p,pen2,2
n,e,p,pen3,3
n,e,p,pen4,4
n,e,p,pen5,5
n,e,p,pen6,6
ng,e,p,peng1,1
ng,e,p,peng2,2
ng,e,p,peng3,3
ng,e,p,peng4,4
ng,e,p,peng5,5
ng,e,p,peng6,6
i,e,p,pei1,1
i,e,p,pei2,2
i,e,p,pei3,3
i,e,p,pei4,4
i,e,p,pei5,5
i,e,p,pei6,6
u,e,p,peu1,1
u,e,p,peu2,2
u,e,p,peu3,3
u,e,p,peu4,4
u,e,p,peu5,5
u,e,p,peu6,6
,e,p,pe1,1
,e,p,pe2,2
,e,p,pe3,3
,e,p,pe4,4
,e,p,pe5,5
,e,p,pe6,6
p,eo,p,peop1,1
p,eo,p,peop2,2
p,eo,p,peop3,3
p,eo,p,peop4,4
p,eo,p,peop5,5
p,eo,p,peop6,6
t,eo,p,peot1,1
t,eo,p,peot2,2
t,eo,p,peot3,3
t,eo,p,peot4,4
t,eo,p,peot5,5
t,eo,p,peot6,6
k,eo,p,peok1,1
k,eo,p,peok2,2
k,eo,p,peok3,3
k,eo,p,peok4,4
k,eo,p,peok5,5
k,eo,p,peok6,6
m,eo,p,peom1,1
m,eo,p,peom2,2
m,eo,p,peom3,3
m,eo,p,peom4,4
m,eo,p,peom5,5
m,eo,p,peom6,6
n,eo,p,peon1,1
n,eo,p,peon2,2
n,eo,p,peon3,3
n,eo,p,peon4,4
n,eo,p,peon5,5
n,eo,p,peon6,6
ng,eo,p,peong1,1
ng,eo,p,peong2,2
ng,eo,p,peong3,3
ng,eo,p,peong4,4
ng,eo,p,peong5,5
ng,eo,p,peong6,6
i,eo,p,peoi1,1
i,eo,p,peoi2,2
i,eo,p,peoi3,3
i,eo,p,peoi4,4
i,eo,p,peoi5,5
i,eo,p,peoi6,6
u,eo,p,peou1,1
u,eo,p,peou2,2
u,eo,p,peou3,3
u,eo,p,peou4,4
u,eo,p,peou5,5
u,eo,p,peou6,6
,eo,p,peo1,1
,eo,p,peo2,2
,eo,p,peo3,3
,eo,p,peo4,4
,eo,p,peo5,5
,eo,p,peo6,6
p,o,p,pop1,1
p,o,p,pop2,2
p,o,p,pop3,3
p,o,p,pop4,4
p,o,p,pop5,5
p,o,p,pop6,6
t,o,p,pot1,1
t,o,p,pot2,2
t,o,p,pot3,3
t,o,p,pot4,4
t,o,p,pot5,5
t,o,p,pot6,6
k,o,p,pok1,1
k,o,p,pok2,2
k,o,p,pok3,3
k,o,p,pok4,4
k,o,p,pok5,5
k,o,p,pok6,6
m,o,p,pom1,1
m,o,p,pom2,2
m,o,p,pom3,3
m,o,p,pom4,4
m,o,p,pom5,5
m,o,p,pom6,6
n,o,p,pon1,1
n,o,p,pon2,2
n,o,p,pon3,3
n,o,p,pon4,4
n,o,p,pon5,5
n,o,p,pon6,6
ng,o,p,pong1,1
ng,o,p,pong2,2
ng,o,p,pong3,3
ng,o,p,pong4,4
ng,o,p,pong5,5
ng,o,p,pong6,6
i,o,p,poi1,1
i,o,p,poi2,2
i,o,p,poi3,3
i,o,p,poi4,4
i,o,p,poi5,5
i,o,p,poi6,6
u,o,p,pou1,1
u,o,p,pou2,2
u,o,p,pou3,3
u,o,p,pou4,4
u,o,p,pou5,5
u,o,p,pou6,6
,o,p,po1,1
,o,p,po2,2
,o,p,po3,3
,o,p,po4,4
,o,p,po5,5
,o,p,po6,6
p,aa,t,taap1,1
p,aa,t,taap2,2
p,aa,t,taap3,3
p,aa,t,taap4,4
p,aa,t,taap5,5
p,aa,t,taap6,6
t,aa,t,taat1,1
t,aa,t,taat2,2
t,aa,t,taat3,3
t,aa,t,taat4,4
t,aa,t,taat5,5
t,aa,t,taat6,6
k,aa,t,taak1,1
k,aa,t,taak2,2
k,aa,t,taak3,3
k,aa,t,taak4,4
k,aa,t,taak5,5
k,aa,t,taak6,6
m,aa,t,taam1,1
m,aa,t,taam2,2
m,aa,t,taam3,3
m,aa,t,taam4,4
m,aa,t,taam5,5
m,aa,t,taam6,6
n,aa,t,taan1,1
n,aa,t,taan2,2
n,aa,t,taan3,3
n,aa,t,taan4,4
n,aa,t,taan5,5
n,aa,t,taan6,6
ng,aa,t,taang1,1
ng,aa,t,taang2,2
ng,aa,t,taang3,3
ng,aa,t,taang4,4
ng,aa,t,taang5,5
ng,aa,t,taang6,6
i,aa,t,taai1,1
i,aa,t,taai2,2
i,aa,t,taai3,3
i,aa,t,taai4,4
i,aa,t,taai5,5
i,aa,t,taai6,6
u,aa,t,taau1,1
u,aa,t,taau2,2
u,aa,t,taau3,3
u,aa,t,taau4,4
u,aa,t,taau5,5
u,aa,t,taau6,6
,aa,t,taa1,1
,aa,t,taa2,2
,aa,t,taa3,3
,aa,t,taa4,4
,aa,t,taa5,5
,aa,t,taa6,6
p,a,t,tap1,1
p,a,t,tap2,2
p,a,t,tap3,3
p,a,t,tap4,4
p,a,t,tap5,5
p,a,t,tap6,6
t,a,t,tat1,1
t,a,t,tat2,2
t,a,t,tat3,3
t,a,t,tat4,4
t,a,t,tat5,5
t,a,t,tat6,6
k,a,t,tak1,1
k,a,t,tak2,2
k,a,t,tak3,3
k,a,t,tak4,4
k,a,t,tak5,5
k,a,t,tak6,6
m,a,t,tam1,1
m,a,t,tam2,2
m,a,t,tam3,3
m,a,t,tam4,4
m,a,t,tam5,5
m,a,t,tam6,6
n,a,t,tan1,1
n,a,t,tan2,2
n,a,t,tan3,3
n,a,t,tan4,4
n,a,t,tan5,5
n,a,t,tan6,6
ng,a,t,tang1,1
ng,a,t,tang2,2
ng,a,t,tang3,3
ng,a,t,tang4,4
ng,a,t,tang5,5
ng,a,t,tang6,6
i,a,t,tai1,1
i,a,t,tai2,2
i,a,t,tai3,3
i,a,t,tai4,4
i,a,t,tai5,5
i,a,t,tai6,6
u,a,t,tau1,1
u,a,t,tau2,2
u,a,t,tau3,3
u,a,t,tau4,4
u,a,t,tau5,5
u,a,t,tau6,6
,a,t,ta1,1
,a,t,ta2,2
,a,t,ta3,3
,a,t,ta4,4
,a,t,ta5,5
,a,t,ta6,6
p,i,t,tip1,1
p,i,t,tip2,2
p,i,t,tip3,3
p,i,t,tip4,4
p,i,t,tip5,5
p,i,t,tip6,6
t,i,t,tit1,1
t,i,t,tit2,2
t,i,t,tit3,3
t,i,t,tit4,4
t,i,t,tit5,5
t,i,t,tit6,6
k,i,t,tik1,1
k,i,t,tik2,2
k,i,t,tik3,3
k,i,t,tik4,4
k,i,t,tik5,5
k,i,t,tik6,6
m,i,t,tim1,1
m,i,t,tim2,2
m,i,t,tim3,3
m,i,t,tim4,4
m,i,t,tim5,5
m,i,t,tim6,6
n,i,t,tin1,1
n,i,t,tin2,2
n,i,t,tin3,3
n,i,t,tin4,4
n,i,t,tin5,5
n,i,t,tin6,6
ng,i,t,ting1,1
ng,i,t,ting2,2
ng,i,t,ting3,3
ng,i,t,ting4,4
ng,i,t,ting5,5
ng,i,t,ting6,6
i,i,t,tii1,1
i,i,t,tii2,2
i,i,t,tii3,3
i,i,t,tii4,4
i,i,t,tii5,5
i,i,t,tii6,6
u,i,t,tiu1,1
u,i,t,tiu2,2
u,i,t,tiu3,3
u,i,t,tiu4,4
u,i,t,tiu5,5
u,i,t,tiu6,6
,i,t,ti1,1
,i,t,ti2,2
,i,t,ti3,3
,i,t,ti4,4
,i,t,ti5,5
,i,t,ti6,6
p,yu,t,tyup1,1
p,yu,t,tyup2,2
p,yu,t,tyup3,3
p,yu,t,tyup4,4
p,yu,t,tyup5,5
p,yu,t,tyup6,6
t,yu,t,tyut1,1
t,yu,t,tyut2,2
t,yu,t,tyut3,3
t,yu,t,tyut4,4
t,yu,t,tyut5,5
t,yu,t,tyut6,6
k,yu,t,tyuk1,1
k,yu,t,tyuk2,2
k,yu,t,tyuk3,3
k,yu,t,tyuk4,4
k,yu,t,tyuk5,5
k,yu,t,tyuk6,6
m,yu,t,tyum1,1
m,yu,t,tyum2,2
m,yu,t,tyum3,3
m,yu,t,tyum4,4
m,yu,t,tyum5,5
m,yu,t,tyum6,6
n,yu,t,tyun1,1
n,yu,t,tyun2,2
n,yu,t,tyun3,3
n,yu,t,tyun4,4
n,yu,t,tyun5,5
n,yu,t,tyun6,6
ng,yu,t,tyung1,1
ng,yu,t,tyung2,2
ng,yu,t,tyung3,3
ng,yu,t,tyung4,4
ng,yu,t,tyung5,5
ng,yu,t,tyung6,6
i,yu,t,tyui1,1
i,yu,t,tyui2,2
i,yu,t,tyui3,3
i,yu,t,tyui4,4
i,yu,t,tyui5,5
i,yu,t,tyui6,6
u,yu,t,tyuu1,1
u,yu,t,tyuu2,2
u,yu,t,tyuu3,3
u,yu,t,tyuu4,4
u,yu,t,tyuu5,5
u,yu,t,tyuu6,6
,yu,t,tyu1,1
,yu,t,tyu2,2
,yu,t,tyu3,3
,yu,t,tyu4,4
,yu,t,tyu5,5
,yu,t,tyu6,6
p,u,t,tup1,1
p,u,t,tup2,2
p,u,t,tup3,3
p,u,t,tup4,4
p,u,t,tup5,5
p,u,t,tup6,6
t,u,t,tut1,1
t,u,t,tut2,2
t,u,t,tut3,3
t,u,t,tut4,4
t,u,t,tut5,5
t,u,t,tut6,6
k,u,t,tuk1,1
k,u,t,tuk2,2
k,u,t,tuk3,3
k,u,t,tuk4,4
k,u,t,tuk5,5
k,u,t,tuk6,6
m,u,t,tum1,1
m,u,t,tum2,2
m,u,t,tum3,3
m,u,t,tum4,4
m,u,t,tum5,5
m,u,t,tum6,6
n,u,t,tun1,1
n,u,t,tun2,2
n,u,t,tun3,3
n,u,t,tun4,4
n,u,t,tun5,5
n,u,t,tun6,6
ng,u,t,tung1,1
ng,u,t,tung2,2
ng,u,t,tung3,3
ng,u,t,tung4,4
ng,u,t,tung5,5
ng,u,t,tung6,6
i,u,t,tui1,1
i,u,t,tui2,2
i,u,t,tui3,3
i,u,t,tui4,4
i,u,t,tui5,5
i,u,t,tui6,6
u,u,t,tuu1,1
u,u,t,tuu2,2
u,u,t,tuu3,3
u,u,t,tuu4,4
u,u,t,tuu5,5
u,u,t,tuu6,6
,u,t,tu1,1
,u,t,tu2,2
,u,t,tu3,3
,u,t,tu4,4
,u,t,tu5,5
,u,t,tu6,6
p,oe,t,toep1,1
p,oe,t,toep2,2
p,oe,t,toep3,3
p,oe,t,toep4,4
p,oe,t,toep5,5
p,oe,t,toep6,6
t,oe,t,toet1,1
t,oe,t,toet2,2
t,oe,t,toet3,3
t,oe,t,toet4,4
t,oe,t,toet5,5
t,oe,t,toet6,6
k,oe,t,toek1,1
k,oe,t,toek2,2
k,oe,t,toek3,3
k,oe,t,toek4,4
k,oe,t,toek5,5
k,oe,t,toek6,6
m,oe,t,toem1,1
m,oe,t,toem2,2
m,oe,t,toem3,3
m,oe,t,toem4,4
m,oe,t,toem5,5
m,oe,t,toem6,6
n,oe,t,toen1,1
n,oe,t,toen2,2
n,oe,t,toen3,3
n,oe,t,toen4,4
n,oe,t,toen5,5
n,oe,t,toen6,6
