coda,nucleus,onset,jyutping,tone
u,aa,f,faau3,3
u,aa,f,faau4,4
u,aa,f,faau5,5
u,aa,f,faau6,6
,aa,f,faa1,1
,aa,f,faa2,2
,aa,f,faa3,3
,aa,f,faa4,4
,aa,f,faa5,5
,aa,f,faa6,6
p,a,f,fap1,1
p,a,f,fap2,2
p,a,f,fap3,3
p,a,f,fap4,4
p,a,f,fap5,5
p,a,f,fap6,6
t,a,f,fat1,1
t,a,f,fat2,2
t,a,f,fat3,3
t,a,f,fat4,4
t,a,f,fat5,5
t,a,f,fat6,6
k,a,f,fak1,1
k,a,f,fak2,2
k,a,f,fak3,3
k,a,f,fak4,4
k,a,f,fak5,5
k,a,f,fak6,6
m,a,f,fam1,1
m,a,f,fam2,2
m,a,f,fam3,3
m,a,f,fam4,4
m,a,f,fam5,5
m,a,f,fam6,6
n,a,f,fan1,1
n,a,f,fan2,2
n,a,f,fan3,3
n,a,f,fan4,4
n,a,f,fan5,5
n,a,f,fan6,6
ng,a,f,fang1,1
ng,a,f,fang2,2
ng,a,f,fang3,3
ng,a,f,fang4,4
ng,a,f,fang5,5
ng,a,f,fang6,6
i,a,f,fai1,1
i,a,f,fai2,2
i,a,f,fai3,3
i,a,f,fai4,4
i,a,f,fai5,5
i,a,f,fai6,6
u,a,f,fau1,1
u,a,f,fau2,2
u,a,f,fau3,3
u,a,f,fau4,4
u,a,f,fau5,5
u,a,f,fau6,6
,a,f,fa1,1
,a,f,fa2,2
,a,f,fa3,3
,a,f,fa4,4
,a,f,fa5,5
,a,f,fa6,6
p,i,f,fip1,1
p,i,f,fip2,2
p,i,f,fip3,3
p,i,f,fip4,4
p,i,f,fip5,5
p,i,f,fip6,6
t,i,f,fit1,1
t,i,f,fit2,2
t,i,f,fit3,3
t,i,f,fit4,4
t,i,f,fit5,5
t,i,f,fit6,6
k,i,f,fik1,1
k,i,f,fik2,2
k,i,f,fik3,3
k,i,f,fik4,4
k,i,f,fik5,5
k,i,f,fik6,6
m,i,f,fim1,1
m,i,f,fim2,2
m,i,f,fim3,3
m,i,f,fim4,4
m,i,f,fim5,5
m,i,f,fim6,6
n,i,f,fin1,1
n,i,f,fin2,2
n,i,f,fin3,3
n,i,f,fin4,4
n,i,f,fin5,5
n,i,f,fin6,6
ng,i,f,fing1,1
ng,i,f,fing2,2
ng,i,f,fing3,3
ng,i,f,fing4,4
ng,i,f,fing5,5
ng,i,f,fing6,6
i,i,f,fii1,1
i,i,f,fii2,2
i,i,f,fii3,3
i,i,f,fii4,4
i,i,f,fii5,5
i,i,f,fii6,6
u,i,f,fiu1,1
u,i,f,fiu2,2
u,i,f,fiu3,3
u,i,f,fiu4,4
u,i,f,fiu5,5
u,i,f,fiu6,6
,i,f,fi1,1
,i,f,fi2,2
,i,f,fi3,3
,i,f,fi4,4
,i,f,fi5,5
,i,f,fi6,6
p,yu,f,fyup1,1
p,yu,f,fyup2,2
p,yu,f,fyup3,3
p,yu,f,fyup4,4
p,yu,f,fyup5,5
p,yu,f,fyup6,6
t,yu,f,fyut1,1
t,yu,f,fyut2,2
t,yu,f,fyut3,3
t,yu,f,fyut4,4
t,yu,f,fyut5,5
t,yu,f,fyut6,6
k,yu,f,fyuk1,1
k,yu,f,fyuk2,2
k,yu,f,fyuk3,3
k,yu,f,fyuk4,4
k,yu,f,fyuk5,5
k,yu,f,fyuk6,6
m,yu,f,fyum1,1
m,yu,f,fyum2,2
m,yu,f,fyum3,3
m,yu,f,fyum4,4
m,yu,f,fyum5,5
m,yu,f,fyum6,6
n,yu,f,fyun1,1
n,yu,f,fyun2,2
n,yu,f,fyun3,3
n,yu,f,fyun4,4
n,yu,f,fyun5,5
n,yu,f,fyun6,6
ng,yu,f,fyung1,1
ng,yu,f,fyung2,2
ng,yu,f,fyung3,3
ng,yu,f,fyung4,4
ng,yu,f,fyung5,5
ng,yu,f,fyung6,6
i,yu,f,fyui1,1
i,yu,f,fyui2,2
i,yu,f,fyui3,3
i,yu,f,fyui4,4
i,yu,f,fyui5,5
i,yu,f,fyui6,6
u,yu,f,fyuu1,1
u,yu,f,fyuu2,2
u,yu,f,fyuu3,3
u,yu,f,fyuu4,4
u,yu,f,fyuu5,5
u,yu,f,fyuu6,6
,yu,f,fyu1,1
,yu,f,fyu2,2
,yu,f,fyu3,3
,yu,f,fyu4,4
,yu,f,fyu5,5
,yu,f,fyu6,6
p,u,f,fup1,1
p,u,f,fup2,2
p,u,f,fup3,3
p,u,f,fup4,4
p,u,f,fup5,5
p,u,f,fup6,6
t,u,f,fut1,1
t,u,f,fut2,2
t,u,f,fut3,3
t,u,f,fut4,4
t,u,f,fut5,5
t,u,f,fut6,6
k,u,f,fuk1,1
k,u,f,fuk2,2
k,u,f,fuk3,3
k,u,f,fuk4,4
k,u,f,fuk5,5
k,u,f,fuk6,6
m,u,f,fum1,1
m,u,f,fum2,2
m,u,f,fum3,3
m,u,f,fum4,4
m,u,f,fum5,5
m,u,f,fum6,6
n,u,f,fun1,1
n,u,f,fun2,2
n,u,f,fun3,3
n,u,f,fun4,4
n,u,f,fun5,5
n,u,f,fun6,6
ng,u,f,fung1,1
ng,u,f,fung2,2
ng,u,f,fung3,3
ng,u,f,fung4,4
ng,u,f,fung5,5
ng,u,f,fung6,6
i,u,f,fui1,1
i,u,f,fui2,2
i,u,f,fui3,3
i,u,f,fui4,4
i,u,f,fui5,5
i,u,f,fui6,6
u,u,f,fuu1,1
u,u,f,fuu2,2
u,u,f,fuu3,3
u,u,f,fuu4,4
u,u,f,fuu5,5
u,u,f,fuu6,6
,u,f,fu1,1
,u,f,fu2,2
,u,f,fu3,3
,u,f,fu4,4
,u,f,fu5,5
,u,f,fu6,6
p,oe,f,foep1,1
p,oe,f,foep2,2
p,oe,f,foep3,3
p,oe,f,foep4,4
p,oe,f,foep5,5
p,oe,f,foep6,6
t,oe,f,foet1,1
t,oe,f,foet2,2
t,oe,f,foet3,3
t,oe,f,foet4,4
t,oe,f,foet5,5
t,oe,f,foet6,6
k,oe,f,foek1,1
k,oe,f,foek2,2
k,oe,f,foek3,3
k,oe,f,foek4,4
k,oe,f,foek5,5
k,oe,f,foek6,6
m,oe,f,foem1,1
m,oe,f,foem2,2
m,oe,f,foem3,3
m,oe,f,foem4,4
m,oe,f,foem5,5
m,oe,f,foem6,6
n,oe,f,foen1,1
n,oe,f,foen2,2
n,oe,f,foen3,3
n,oe,f,foen4,4
n,oe,f,foen5,5
n,oe,f,foen6,6
ng,oe,f,foeng1,1
ng,oe,f,foeng2,2
ng,oe,f,foeng3,3
ng,oe,f,foeng4,4
ng,oe,f,foeng5,5
ng,oe,f,foeng6,6
i,oe,f,foei1,1
i,oe,f,foei2,2
i,oe,f,foei3,3
i,oe,f,foei4,4
i,oe,f,foei5,5
i,oe,f,foei6,6
u,oe,f,foeu1,1
u,oe,f,foeu2,2
u,oe,f,foeu3,3
u,oe,f,foeu4,4
u,oe,f,foeu5,5
u,oe,f,foeu6,6
,oe,f,foe1,1
,oe,f,foe2,2
,oe,f,foe3,3
,oe,f,foe4,4
,oe,f,foe5,5
,oe,f,foe6,6
p,e,f,fep1,1
p,e,f,fep2,2
p,e,f,fep3,3
p,e,f,fep4,4
p,e,f,fep5,5
p,e,f,fep6,6
t,e,f,fet1,1
t,e,f,fet2,2
t,e,f,fet3,3
t,e,f,fet4,4
t,e,f,fet5,5
t,e,f,fet6,6
k,e,f,fek1,1
k,e,f,fek2,2
k,e,f,fek3,3
k,e,f,fek4,4
k,e,f,fek5,5
k,e,f,fek6,6
m,e,f,fem1,1
m,e,f,fem2,2
m,e,f,fem3,3
m,e,f,fem4,4
m,e,f,fem5,5
m,e,f,fem6,6
n,e,f,fen1,1
n,e,f,fen2,2
n,e,f,fen3,3
n,e,f,fen4,4
n,e,f,fen5,5
n,e,f,fen6,6
ng,e,f,feng1,1
ng,e,f,feng2,2
ng,e,f,feng3,3
ng,e,f,feng4,4
ng,e,f,feng5,5
ng,e,f,feng6,6
i,e,f,fei1,1
i,e,f,fei2,2
i,e,f,fei3,3
i,e,f,fei4,4
i,e,f,fei5,5
i,e,f,fei6,6
u,e,f,feu1,1
u,e,f,feu2,2
u,e,f,feu3,3
u,e,f,feu4,4
u,e,f,feu5,5
u,e,f,feu6,6
,e,f,fe1,1
,e,f,fe2,2
,e,f,fe3,3
,e,f,fe4,4
,e,f,fe5,5
,e,f,fe6,6
p,eo,f,feop1,1
p,eo,f,feop2,2
p,eo,f,feop3,3
p,eo,f,feop4,4
p,eo,f,feop5,5
p,eo,f,feop6,6
t,eo,f,feot1,1
t,eo,f,feot2,2
t,eo,f,feot3,3
t,eo,f,feot4,4
t,eo,f,feot5,5
t,eo,f,feot6,6
k,eo,f,feok1,1
k,eo,f,feok2,2
k,eo,f,feok3,3
k,eo,f,feok4,4
k,eo,f,feok5,5
k,eo,f,feok6,6
m,eo,f,feom1,1
m,eo,f,feom2,2
m,eo,f,feom3,3
m,eo,f,feom4,4
m,eo,f,feom5,5
m,eo,f,feom6,6
n,eo,f,feon1,1
n,eo,f,feon2,2
n,eo,f,feon3,3
n,eo,f,feon4,4
n,eo,f,feon5,5
n,eo,f,feon6,6
ng,eo,f,feong1,1
ng,eo,f,feong2,2
ng,eo,f,feong3,3
ng,eo,f,feong4,4
ng,eo,f,feong5,5
ng,eo,f,feong6,6
i,eo,f,feoi1,1
i,eo,f,feoi2,2
i,eo,f,feoi3,3
i,eo,f,feoi4,4
i,eo,f,feoi5,5
i,eo,f,feoi6,6
u,eo,f,feou1,1
u,eo,f,feou2,2
u,eo,f,feou3,3
u,eo,f,feou4,4
u,eo,f,feou5,5
u,eo,f,feou6,6
,eo,f,feo1,1
,eo,f,feo2,2
,eo,f,feo3,3
,eo,f,feo4,4
,eo,f,feo5,5
,eo,f,feo6,6
p,o,f,fop1,1
p,o,f,fop2,2
p,o,f,fop3,3
p,o,f,fop4,4
p,o,f,fop5,5
p,o,f,fop6,6
t,o,f,fot1,1
t,o,f,fot2,2
t,o,f,fot3,3
t,o,f,fot4,4
t,o,f,fot5,5
t,o,f,fot6,6
k,o,f,fok1,1
k,o,f,fok2,2
k,o,f,fok3,3
k,o,f,fok4,4
k,o,f,fok5,5
k,o,f,fok6,6
m,o,f,fom1,1
m,o,f,fom2,2
m,o,f,fom3,3
m,o,f,fom4,4
m,o,f,fom5,5
m,o,f,fom6,6
n,o,f,fon1,1
n,o,f,fon2,2
n,o,f,fon3,3
n,o,f,fon4,4
n,o,f,fon5,5
n,o,f,fon6,6
ng,o,f,fong1,1
ng,o,f,fong2,2
ng,o,f,fong3,3
ng,o,f,fong4,4
ng,o,f,fong5,5
ng,o,f,fong6,6
i,o,f,foi1,1
i,o,f,foi2,2
i,o,f,foi3,3
i,o,f,foi4,4
i,o,f,foi5,5
i,o,f,foi6,6
u,o,f,fou1,1
u,o,f,fou2,2
u,o,f,fou3,3
u,o,f,fou4,4
u,o,f,fou5,5
u,o,f,fou6,6
,o,f,fo1,1
,o,f,fo2,2
,o,f,fo3,3
,o,f,fo4,4
,o,f,fo5,5
,o,f,fo6,6
p,aa,h,haap1,1
p,aa,h,haap2,2
p,aa,h,haap3,3
p,aa,h,haap4,4
p,aa,h,haap5,5
p,aa,h,haap6,6
t,aa,h,haat1,1
t,aa,h,haat2,2
t,aa,h,haat3,3
t,aa,h,haat4,4
t,aa,h,haat5,5
t,aa,h,haat6,6
k,aa,h,haak1,1
k,aa,h,haak2,2
k,aa,h,haak3,3
k,aa,h,haak4,4
k,aa,h,haak5,5
k,aa,h,haak6,6
m,aa,h,haam1,1
m,aa,h,haam2,2
m,aa,h,haam3,3
m,aa,h,haam4,4
m,aa,h,haam5,5
m,aa,h,haam6,6
n,aa,h,haan1,1
n,aa,h,haan2,2
n,aa,h,haan3,3
n,aa,h,haan4,4
n,aa,h,haan5,5
n,aa,h,haan6,6
ng,aa,h,haang1,1
ng,aa,h,haang2,2
ng,aa,h,haang3,3
ng,aa,h,haang4,4
ng,aa,h,haang5,5
ng,aa,h,haang6,6
i,aa,h,haai1,1
i,aa,h,haai2,2
i,aa,h,haai3,3
i,aa,h,haai4,4
i,aa,h,haai5,5
i,aa,h,haai6,6
u,aa,h,haau1,1
u,aa,h,haau2,2
u,aa,h,haau3,3
u,aa,h,haau4,4
u,aa,h,haau5,5
u,aa,h,haau6,6
,aa,h,haa1,1
,aa,h,haa2,2
,aa,h,haa3,3
,aa,h,haa4,4
,aa,h,haa5,5
,aa,h,haa6,6
p,a,h,hap1,1
p,a,h,hap2,2
p,a,h,hap3,3
p,a,h,hap4,4
p,a,h,hap5,5
p,a,h,hap6,6
t,a,h,hat1,1
t,a,h,hat2,2
t,a,h,hat3,3
t,a,h,hat4,4
t,a,h,hat5,5
t,a,h,hat6,6
k,a,h,hak1,1
k,a,h,hak2,2
k,a,h,hak3,3
k,a,h,hak4,4
k,a,h,hak5,5
k,a,h,hak6,6
m,a,h,ham1,1
m,a,h,ham2,2
m,a,h,ham3,3
m,a,h,ham4,4
m,a,h,ham5,5
m,a,h,ham6,6
n,a,h,han1,1
n,a,h,han2,2
n,a,h,han3,3
n,a,h,han4,4
n,a,h,han5,5
n,a,h,han6,6
ng,a,h,hang1,1
ng,a,h,hang2,2
ng,a,h,hang3,3
ng,a,h,hang4,4
ng,a,h,hang5,5
ng,a,h,hang6,6
i,a,h,hai1,1
i,a,h,hai2,2
i,a,h,hai3,3
i,a,h,hai4,4
i,a,h,hai5,5
i,a,h,hai6,6
u,a,h,hau1,1
u,a,h,hau2,2
u,a,h,hau3,3
u,a,h,hau4,4
u,a,h,hau5,5
u,a,h,hau6,6
,a,h,ha1,1
,a,h,ha2,2
,a,h,ha3,3
,a,h,ha4,4
,a,h,ha5,5
,a,h,ha6,6
p,i,h,hip1,1
p,i,h,hip2,2
p,i,h,hip3,3
p,i,h,hip4,4
p,i,h,hip5,5
p,i,h,hip6,6
t,i,h,hit1,1
t,i,h,hit2,2
t,i,h,hit3,3
t,i,h,hit4,4
t,i,h,hit5,5
t,i,h,hit6,6
k,i,h,hik1,1
k,i,h,hik2,2
k,i,h,hik3,3
k,i,h,hik4,4
k,i,h,hik5,5
k,i,h,hik6,6
m,i,h,him1,1
m,i,h,him2,2
m,i,h,him3,3
m,i,h,him4,4
m,i,h,him5,5
m,i,h,him6,6
n,i,h,hin1,1
n,i,h,hin2,2
n,i,h,hin3,3
n,i,h,hin4,4
n,i,h,hin5,5
n,i,h,hin6,6
ng,i,h,hing1,1
ng,i,h,hing2,2
ng,i,h,hing3,3
ng,i,h,hing4,4
ng,i,h,hing5,5
ng,i,h,hing6,6
i,i,h,hii1,1
i,i,h,hii2,2
i,i,h,hii3,3
i,i,h,hii4,4
i,i,h,hii5,5
i,i,h,hii6,6
u,i,h,hiu1,1
u,i,h,hiu2,2
u,i,h,hiu3,3
u,i,h,hiu4,4
u,i,h,hiu5,5
u,i,h,hiu6,6
,i,h,hi1,1
,i,h,hi2,2
,i,h,hi3,3
,i,h,hi4,4
,i,h,hi5,5
,i,h,hi6,6
p,yu,h,hyup1,1
p,yu,h,hyup2,2
p,yu,h,hyup3,3
p,yu,h,hyup4,4
p,yu,h,hyup5,5
p,yu,h,hyup6,6
t,yu,h,hyut1,1
t,yu,h,hyut2,2
t,yu,h,hyut3,3
t,yu,h,hyut4,4
t,yu,h,hyut5,5
t,yu,h,hyut6,6
k,yu,h,hyuk1,1
k,yu,h,hyuk2,2
k,yu,h,hyuk3,3
k,yu,h,hyuk4,4
k,yu,h,hyuk5,5
k,yu,h,hyuk6,6
m,yu,h,hyum1,1
m,yu,h,hyum2,2
m,yu,h,hyum3,3
m,yu,h,hyum4,4
m,yu,h,hyum5,5
m,yu,h,hyum6,6
n,yu,h,hyun1,1
n,yu,h,hyun2,2
n,yu,h,hyun3,3
n,yu,h,hyun4,4
n,yu,h,hyun5,5
n,yu,h,hyun6,6
ng,yu,h,hyung1,1
ng,yu,h,hyung2,2
ng,yu,h,hyung3,3
ng,yu,h,hyung4,4
ng,yu,h,hyung5,5
ng,yu,h,hyung6,6
i,yu,h,hyui1,1
i,yu,h,hyui2,2
i,yu,h,hyui3,3
i,yu,h,hyui4,4
i,yu,h,hyui5,5
i,yu,h,hyui6,6
u,yu,h,hyuu1,1
u,yu,h,hyuu2,2
u,yu,h,hyuu3,3
u,yu,h,hyuu4,4
u,yu,h,hyuu5,5
u,yu,h,hyuu6,6
,yu,h,hyu1,1
,yu,h,hyu2,2
,yu,h,hyu3,3
,yu,h,hyu4,4
,yu,h,hyu5,5
,yu,h,hyu6,6
p,u,h,hup1,1
p,u,h,hup2,2
p,u,h,hup3,3
p,u,h,hup4,4
p,u,h,hup5,5
p,u,h,hup6,6
t,u,h,hut1,1
t,u,h,hut2,2
t,u,h,hut3,3
t,u,h,hut4,4
t,u,h,hut5,5
t,u,h,hut6,6
k,u,h,huk1,1
k,u,h,huk2,2
k,u,h,huk3,3
k,u,h,huk4,4
k,u,h,huk5,5
k,u,h,huk6,6
m,u,h,hum1,1
m,u,h,hum2,2
m,u,h,hum3,3
m,u,h,hum4,4
m,u,h,hum5,5
m,u,h,hum6,6
n,u,h,hun1,1
n,u,h,hun2,2
n,u,h,hun3,3
n,u,h,hun4,4
n,u,h,hun5,5
n,u,h,hun6,6
ng,u,h,hung1,1
ng,u,h,hung2,2
ng,u,h,hung3,3
ng,u,h,hung4,4
ng,u,h,hung5,5
ng,u,h,hung6,6
i,u,h,hui1,1
i,u,h,hui2,2
i,u,h,hui3,3
i,u,h,hui4,4
i,u,h,hui5,5
i,u,h,hui6,6
u,u,h,huu1,1
u,u,h,huu2,2
u,u,h,huu3,3
u,u,h,huu4,4
u,u,h,huu5,5
u,u,h,huu6,6
,u,h,hu1,1
,u,h,hu2,2
,u,h,hu3,3
,u,h,hu4,4
,u,h,hu5,5
,u,h,hu6,6
p,oe,h,hoep1,1
p,oe,h,hoep2,2
p,oe,h,hoep3,3
p,oe,h,hoep4,4
p,oe,h,hoep5,5
p,oe,h,hoep6,6
t,oe,h,hoet1,1
t,oe,h,hoet2,2
t,oe,h,hoet3,3
t,oe,h,hoet4,4
t,oe,h,hoet5,5
t,oe,h,hoet6,6
k,oe,h,hoek1,1
k,oe,h,hoek2,2
k,oe,h,hoek3,3
k,oe,h,hoek4,4
k,oe,h,hoek5,5
k,oe,h,hoek6,6
m,oe,h,hoem1,1
m,oe,h,hoem2,2
m,oe,h,hoem3,3
m,oe,h,hoem4,4
m,oe,h,hoem5,5
m,oe,h,hoem6,6
n,oe,h,hoen1,1
n,oe,h,hoen2,2
n,oe,h,hoen3,3
n,oe,h,hoen4,4
n,oe,h,hoen5,5
n,oe,h,hoen6,6
ng,oe,h,hoeng1,1
ng,oe,h,hoeng2,2
ng,oe,h,hoeng3,3
ng,oe,h,hoeng4,4
ng,oe,h,hoeng5,5
ng,oe,h,hoeng6,6
i,oe,h,hoei1,1
i,oe,h,hoei2,2
i,oe,h,hoei3,3
i,oe,h,hoei4,4
i,oe,h,hoei5,5
i,oe,h,hoei6,6
u,oe,h,hoeu1,1
u,oe,h,hoeu2,2
u,oe,h,hoeu3,3
u,oe,h,hoeu4,4
u,oe,h,hoeu5,5
u,oe,h,hoeu6,6
,oe,h,hoe1,1
,oe,h,hoe2,2
,oe,h,hoe3,3
,oe,h,hoe4,4
,oe,h,hoe5,5
,oe,h,hoe6,6
p,e,h,hep1,1
p,e,h,hep2,2
p,e,h,hep3,3
p,e,h,hep4,4
p,e,h,hep5,5
p,e,h,hep6,6
t,e,h,het1,1
t,e,h,het2,2
t,e,h,het3,3
t,e,h,het4,4
t,e,h,het5,5
t,e,h,het6,6
k,e,h,hek1,1
k,e,h,hek2,2
k,e,h,hek3,3
k,e,h,hek4,4
k,e,h,hek5,5
k,e,h,hek6,6
m,e,h,hem1,1
m,e,h,hem2,2
m,e,h,hem3,3
m,e,h,hem4,4
m,e,h,hem5,5
m,e,h,hem6,6
n,e,h,hen1,1
n,e,h,hen2,2
n,e,h,hen3,3
n,e,h,hen4,4
n,e,h,hen5,5
n,e,h,hen6,6
ng,e,h,heng1,1
ng,e,h,heng2,2
ng,e,h,heng3,3
ng,e,h,heng4,4
ng,e,h,heng5,5
ng,e,h,heng6,6
i,e,h,hei1,1
i,e,h,hei2,2
i,e,h,hei3,3
i,e,h,hei4,4
i,e,h,hei5,5
i,e,h,hei6,6
u,e,h,heu1,1
u,e,h,heu2,2
u,e,h,heu3,3
u,e,h,heu4,4
u,e,h,heu5,5
u,e,h,heu6,6
,e,h,he1,1
,e,h,he2,2
,e,h,he3,3
,e,h,he4,4
,e,h,he5,5
,e,h,he6,6
p,eo,h,heop1,1
p,eo,h,heop2,2
p,eo,h,heop3,3
p,eo,h,heop4,4
p,eo,h,heop5,5
p,eo,h,heop6,6
t,eo,h,heot1,1
t,eo,h,heot2,2
t,eo,h,heot3,3
t,eo,h,heot4,4
t,eo,h,heot5,5
t,eo,h,heot6,6
k,eo,h,heok1,1
k,eo,h,heok2,2
k,eo,h,heok3,3
k,eo,h,heok4,4
k,eo,h,heok5,5
k,eo,h,heok6,6
m,eo,h,heom1,1
m,eo,h,heom2,2
m,eo,h,heom3,3
m,eo,h,heom4,4
m,eo,h,heom5,5
m,eo,h,heom6,6
n,eo,h,heon1,1
n,eo,h,heon2,2
n,eo,h,heon3,3
n,eo,h,heon4,4
n,eo,h,heon5,5
n,eo,h,heon6,6
ng,eo,h,heong1,1
ng,eo,h,heong2,2
ng,eo,h,heong3,3
ng,eo,h,heong4,4
ng,eo,h,heong5,5
ng,eo,h,heong6,6
i,eo,h,heoi1,1
i,eo,h,heoi2,2
i,eo,h,heoi3,3
i,eo,h,heoi4,4
i,eo,h,heoi5,5
i,eo,h,heoi6,6
u,eo,h,heou1,1
u,eo,h,heou2,2
u,eo,h,heou3,3
u,eo,h,heou4,4
u,eo,h,heou5,5
u,eo,h,heou6,6
,eo,h,heo1,1
,eo,h,heo2,2
,eo,h,heo3,3
,eo,h,heo4,4
,eo,h,heo5,5
,eo,h,heo6,6
p,o,h,hop1,1
p,o,h,hop2,2
p,o,h,hop3,3
p,o,h,hop4,4
p,o,h,hop5,5
p,o,h,hop6,6
t,o,h,hot1,1
t,o,h,hot2,2
t,o,h,hot3,3
t,o,h,hot4,4
t,o,h,hot5,5
t,o,h,hot6,6
k,o,h,hok1,1
k,o,h,hok2,2
k,o,h,hok3,3
k,o,h,hok4,4
k,o,h,hok5,5
k,o,h,hok6,6
m,o,h,hom1,1
m,o,h,hom2,2
m,o,h,hom3,3
m,o,h,hom4,4
m,o,h,hom5,5
m,o,h,hom6,6
n,o,h,hon1,1
n,o,h,hon2,2
n,o,h,hon3,3
n,o,h,hon4,4
n,o,h,hon5,5
n,o,h,hon6,6
ng,o,h,hong1,1
ng,o,h,hong2,2
ng,o,h,hong3,3
ng,o,h,hong4,4
ng,o,h,hong5,5
ng,o,h,hong6,6
i,o,h,hoi1,1
i,o,h,hoi2,2
i,o,h,hoi3,3
i,o,h,hoi4,4
i,o,h,hoi5,5
i,o,h,hoi6,6
u,o,h,hou1,1
u,o,h,hou2,2
u,o,h,hou3,3
u,o,h,hou4,4
u,o,h,hou5,5
u,o,h,hou6,6
,o,h,ho1,1
,o,h,ho2,2
,o,h,ho3,3
,o,h,ho4,4
,o,h,ho5,5
,o,h,ho6,6
p,aa,s,saap1,1
p,aa,s,saap2,2
p,aa,s,saap3,3
p,aa,s,saap4,4
p,aa,s,saap5,5
p,aa,s,saap6,6
t,aa,s,saat1,1
t,aa,s,saat2,2
t,aa,s,saat3,3
t,aa,s,saat4,4
t,aa,s,saat5,5
t,aa,s,saat6,6
k,aa,s,saak1,1
k,aa,s,saak2,2
k,aa,s,saak3,3
k,aa,s,saak4,4
k,aa,s,saak5,5
k,aa,s,saak6,6
m,aa,s,saam1,1
m,aa,s,saam2,2
m,aa,s,saam3,3
m,aa,s,saam4,4
m,aa,s,saam5,5
m,aa,s,saam6,6
n,aa,s,saan1,1
n,aa,s,saan2,2
n,aa,s,saan3,3
n,aa,s,saan4,4
n,aa,s,saan5,5
n,aa,s,saan6,6
ng,aa,s,saang1,1
ng,aa,s,saang2,2
ng,aa,s,saang3,3
ng,aa,s,saang4,4
ng,aa,s,saang5,5
ng,aa,s,saang6,6
i,aa,s,saai1,1
i,aa,s,saai2,2
i,aa,s,saai3,3
i,aa,s,saai4,4
i,aa,s,saai5,5
i,aa,s,saai6,6
u,aa,s,saau1,1
u,aa,s,saau2,2
u,aa,s,saau3,3
u,aa,s,saau4,4
u,aa,s,saau5,5
u,aa,s,saau6,6
,aa,s,saa1,1
,aa,s,saa2,2
,aa,s,saa3,3
,aa,s,saa4,4
,aa,s,saa5,5
,aa,s,saa6,6
p,a,s,sap1,1
p,a,s,sap2,2
p,a,s,sap3,3
p,a,s,sap4,4
p,a,s,sap5,5
p,a,s,sap6,6
t,a,s,sat1,1
t,a,s,sat2,2
t,a,s,sat3,3
t,a,s,sat4,4
t,a,s,sat5,5
t,a,s,sat6,6
k,a,s,sak1,1
k,a,s,sak2,2
k,a,s,sak3,3
k,a,s,sak4,4
k,a,s,sak5,5
k,a,s,sak6,6
m,a,s,sam1,1
m,a,s,sam2,2
m,a,s,sam3,3
m,a,s,sam4,4
m,a,s,sam5,5
m,a,s,sam6,6
n,a,s,san1,1
n,a,s,san2,2
n,a,s,san3,3
n,a,s,san4,4
n,a,s,san5,5
n,a,s,san6,6
ng,a,s,sang1,1
ng,a,s,sang2,2
ng,a,s,sang3,3
ng,a,s,sang4,4
ng,a,s,sang5,5
ng,a,s,sang6,6
i,a,s,sai1,1
i,a,s,sai2,2
i,a,s,sai3,3
i,a,s,sai4,4
i,a,s,sai5,5
i,a,s,sai6,6
u,a,s,sau1,1
u,a,s,sau2,2
u,a,s,sau3,3
u,a,s,sau4,4
u,a,s,sau5,5
u,a,s,sau6,6
,a,s,sa1,1
,a,s,sa2,2
,a,s,sa3,3
,a,s,sa4,4
,a,s,sa5,5
,a,s,sa6,6
p,i,s,sip1,1
p,i,s,sip2,2
p,i,s,sip3,3
p,i,s,sip4,4
p,i,s,sip5,5
p,i,s,sip6,6
t,i,s,sit1,1
t,i,s,sit2,2
t,i,s,sit3,3
t,i,s,sit4,4
t,i,s,sit5,5
t,i,s,sit6,6
k,i,s,sik1,1
k,i,s,sik2,2
k,i,s,sik3,3
k,i,s,sik4,4
k,i,s,sik5,5
k,i,s,sik6,6
m,i,s,sim1,1
m,i,s,sim2,2
m,i,s,sim3,3
m,i,s,sim4,4
m,i,s,sim5,5
m,i,s,sim6,6
n,i,s,sin1,1
n,i,s,sin2,2
n,i,s,sin3,3
n,i,s,sin4,4
n,i,s,sin5,5
n,i,s,sin6,6
ng,i,s,sing1,1
ng,i,s,sing2,2
ng,i,s,sing3,3
ng,i,s,sing4,4
ng,i,s,sing5,5
ng,i,s,sing6,6
i,i,s,sii1,1
i,i,s,sii2,2
i,i,s,sii3,3
i,i,s,sii4,4
i,i,s,sii5,5
i,i,s,sii6,6
u,i,s,siu1,1
u,i,s,siu2,2
u,i,s,siu3,3
u,i,s,siu4,4
u,i,s,siu5,5
u,i,s,siu6,6
,i,s,si1,1
,i,s,si2,2
,i,s,si3,3
,i,s,si4,4
,i,s,si5,5
,i,s,si6,6
p,yu,s,syup1,1
p,yu,s,syup2,2
p,yu,s,syup3,3
p,yu,s,syup4,4
p,yu,s,syup5,5
p,yu,s,syup6,6
t,yu,s,syut1,1
t,yu,s,syut2,2
t,yu,s,syut3,3
t,yu,s,syut4,4
t,yu,s,syut5,5
t,yu,s,syut6,6
k,yu,s,syuk1,1
k,yu,s,syuk2,2
k,yu,s,syuk3,3
k,yu,s,syuk4,4
k,yu,s,syuk5,5
k,yu,s,syuk6,6
